cba,language,readability,diveristy,accessibility
perjanjian-kerja-bersama-antara-pt-axa-indonesia-dengan-pk-sbsi-nikeuba-pt-axa-indonesia,ba,1.33,3.5,2.57
perjanjian-kerja-bersama-antara-pt-skf-indonesia-dengan-serikat-pekerja-automotif-mesin-dan-komponen-fspmi-pt-skf,ba,3.33,3.0,3.14
perjanjian-kerja-bersama-antara-pt-bukit-baiduri-energi-dengan-fspkep-dan-sbsi,ba,1.33,2.25,1.86
perjanjian-kerja-bersama-antara-pt-berlian-sistem-informasi-dengan-serikat-pekerja-unit-kerja-pt-berlian-sistem-informasi,ba,4.33,2.75,3.43
perjanjian-kerja-bersama-antara-pt-toba-pulp-lestari-tbk-dengan-sppp-kspsi-dpk-sbi-pk-fsbsi-1992-pk-fsb-hukatan-sbsi-psp-spn-pt-toba-pulp-lestari-tbk,ba,1.0,3.75,2.57
perjanjian-kerja-bersama-antara-pt-sari-dumai-sejati-dengan-pk-fsb-kamiparho-ksbsi,ba,1.0,2.75,2.0
perjanjian-kerja-bersama-antara-pt-indorasa-prima-abadi-dan-federasi-kamiparho-serikat-buruh-sejahtera-indonesia,ba,4.0,2.5,3.14
perjanjian-kerja-bersama-antara-pt-dian-rakyat-dan-serikat-pekerja-seluruh-indonesia-unit-kerja-pt-dian-rakyat,ba,2.33,3.0,2.71
perjanjian-kerja-bersama-wilmar-group-dumai-pelintung-dengan-anggota-sb-sp-wilmar-group-dumai-pelintung-dan-seluruh-buruh-pekerja-perusahaan-fsb-kamiparho-sbsi,ba,1.0,3.0,2.14
perjanjian-kerja-bersama-antara-pt-cocoa-ventures-indonesia-dengan-pk-sbsi-pt-cocoa-ventures-indonesia,ba,4.0,3.25,3.57
perjanjian-kerja-bersama-antara-pt-daya-baru-agung-dengan-serikat-pekerja-tingkat-perusahaan-pt-daya-baru-agung,ba,1.67,2.75,2.29
perjanjian-kerja-bersama-antara-pt-edico-utama-dengan-serikat-pekerja-seluruh-indonesia-unit-kerja-pt-edico-utama,ba,1.0,3.25,2.29
perjanjian-kerja-bersama-antara-pt-intibenua-perkasatama-dengan-pk-f-sb-kamiparho-sbsi-pt-intibenua-perkasatama,ba,1.67,3.0,2.43
perjanjian-kerja-bersama-antara-pt-wirakarya-sakti-dengan-serikat-pekerja-wiraswasta-dan-pk-federasi-serikat-buruh-hukatan,ba,1.33,3.0,2.29
perjanjian-kerja-bersama-antara-cv-imco-dengan-pengurus-basis-gerakan-buruh-percetakan-penerbitan-periklanan-sarbumusi-cv-imco,ba,4.67,3.25,3.86
perjanjian-kerja-bersama-antara-pt-supernova-dengan-serikat-pekerja-pt-supernova,ba,2.33,3.0,2.71
perjanjian-kerja-bersama-antara-pt-pacific-removindo-dengan-serikat-pekerja-tingkat-perusahaan-pt-pacific-removindo,ba,3.67,3.25,3.43
perjanjian-kerja-bersama-antara-pt-buanagraha-arthaprima-dengan-ikajihd-unit-pt-buanagraha-arthaprima,ba,3.0,2.75,2.86
perjanjian-kerja-bersama-antara-pt-century-batteries-indonesia-dengan-serikat-pekerja-kimia-energi-pertambangan-minyak-gas-bumi-dan-umum-pt-century-batteries-indonesia,ba,4.33,3.75,4.0
perjanjian-kerja-bersama-antara-pt-basuki-pratama-engineering-dengan-puk-serikat-pekerja-lem-spsi-pt-basuki-pratama-engineering,ba,2.0,2.75,2.43
perjanjian-kerja-bersama-antara-pt-wongso-pawiro-dengan-puk---sp---rtmm--fspsi-dan-pk---kamiparho---sbsi-dan-sp---iptm,ba,2.0,3.0,2.57
perjanjian-kerja-bersama-perhimpunan-st-carolus-dengan-fsp-farkes-refomasi-puk-st-carolus-dan-sp-ikarkes-sc,ba,3.0,2.75,2.86
perjanjian-kerja-bersama-antara-pt-indonesia-wacoal-dengan-sp-garteks-dan-sp-lomenik-pt-indonesia-wacoal,ba,2.33,3.0,2.71
perjanjian-kerja-bersama-pt-bara-jaya-utama-dengan-pk-serikat-buruh-sejahtera-indonesia-teluk-bayur-kabupaten-berau,ba,3.0,3.0,3.0
perjanjian-kerja-bersama-antara-pt-kabelindo-murni-tbk-dengan-puk-fsp-lem-spsi-pt-kabelindo-murni-tbk,ba,2.67,3.0,2.86
perjanjian-kerja-bersama-antara-pt-elang-perdana-tyre-industry-dengan-serikat-buruh-f---lomenik-sbsi-pt-elang-perdana-tyre-industry,ba,3.0,2.5,2.71
perjanjian-kerja-bersama-antara-pt-indonesia-stanley-electric-dengan-puk-spsi-pt-indonesia-stanley-electric,ba,2.67,3.25,3.0
perjanjian-kerja-bersama-antara-pt-gunungbayan-pratamacoal-dengan-sbsi-pt-gunung-bayan-pratamacoal,ba,2.33,3.0,2.71
perjanjian-kerja-bersama-antara-pt-djuanda-sawit-lestari-dengan-fpe-sbsi,ba,2.0,2.5,2.29
perjanjian-kerja-bersama-antara-pt-tanito-harum-dengan-fpe-sbsi,ba,1.67,3.5,2.71
perjanjian-kerja-bersama-antara-pt-sumatra-tobacco-trading-company-dengan-puk-fsp-rtmm-spsi-pk-f-kamiparho-sbsi-dan-sp-iptm-,ba,4.0,3.25,3.57
perjanjian-kerja-bersama-antara-pt-rezeki-surya-inti-makmur-dengan-federasi-pertambangan-dan-energi-sbsi,ba,5.0,2.75,3.71
perjanjian-kerja-bersama-antara-cv-makmur-abadi-dengan-pk-serikat-buruh-nikeuba-sbsi-cv-makmur-abadi-sorong,ba,4.33,3.0,3.57
perjanjian-kerja-bersama-antara-pt-pp-london-sumatra-indonesia-tbk-wilayah-kalimantan-timur-dengan-dpc-f-hukatan-sbsi-kabupaten-kutai-barat,ba,3.33,2.75,3.0
perjanjian-kerja-bersama-antara-pt-pelangi-nusa-gemilang-dengan-pk-serikat-buruh-nikeuba-sbsi-,ba,5.0,2.25,3.43
perjanjian-kerja-bersama-antara-pt-wachyuni-mandira-dengan-puk-sp-pk-spsi-pt-wachyuni-mandira,ba,2.33,2.5,2.43
perjanjian-kerja-bersama-antara-pt-vale-indonesia-tbk-dengan-fsp-kep-pt-vale-indonesia-tbk,ba,1.33,3.5,2.57
perjanjian-kerja-bersama-antara-pt-lontar-papyrus-pulp-paper-industry-lpppi-dengan-spd-pt-lpppi,ba,2.0,2.5,2.29
perjanjian-kerja-bersama-antara-pt-tirta-varia-inti-pratama-dengan-fsb-hukatan-sbsi-pt-tirta-varia-inti-pratama,ba,1.33,3.25,2.43
perjanjian-kerja-bersama-antara-pt-kaltim-prima-coal-dengan-korppra-sp-kep-dan-spk,ba,1.33,3.0,2.29
perjanjian-kerja-bersama-antara-pt-gardatama-nusantara-dengan-pk-sbsi-pt-gardatama-nusantara,ba,2.33,3.25,2.86
perjanjian-kerja-bersama-antara-pt-hok-tong-jambi-dengan-pk-sbsi-pt-hok-tong-jambi,ba,5.0,3.0,3.86
perjanjian-kerja-bersama-antara-pt-angkasa-raya-djambi-dengan-unit-kerja-pk-federasi-hukatan-sbsi,ba,4.67,3.25,3.86
perjanjian-kerja-bersama-antara-pt-nusa-halmahera-minerals-dengan-spsi-pt-nusa-halmahera-minerals,ba,3.67,3.25,3.43
perjanjian-kerja-bersama-antara-pt-selamat-sempurna-tbk-dengan-spsi-unit-kerja-pt-selamat-sempurna-tbk-,ba,4.0,3.5,3.71
perjanjian-kerja-bersama-antara-pt-poli-contindo-nusa-dengan-sptp-poli-contindo-nusa,ba,3.33,2.25,2.71
perjanjian-kerja-bersama-antara-pt-brs-si-dengan-sblm-pt-brs-si,ba,4.33,3.0,3.57
perjanjian-kerja-bersama-antara-pt-multi-terminal-indonesia-dengan-sp-pt-multi-terminal-indonesia,ba,2.33,2.75,2.57
perjanjian-kerja-bersama-antara-pt-sunter-inti-megah-dengan-sp-lem-spsi-pt-sunter-inti-megah,ba,4.67,3.0,3.71
perjanjian-kerja-bersama-antara-pt-molax-internasional-dengan-serikat-pekerja-pt-molax-internasional,ba,4.33,2.75,3.43
perjanjian-kerja-bersama-antara-pt-jict-dengan-serikat-pekerja-pt-jict,ba,3.67,2.5,3.0
perjanjian-kerja-bersama-antara-pt-indonesia-raya-dengan-spsi-unit-kerja-pabrik-lampu-indonesia-raya-,ba,3.67,2.5,3.0
perjanjian-kerja-bersama-antara-igp-group-dengan-sp-lem-spsi-igp-group-,ba,4.33,2.75,3.43
perjanjian-kerja-bersama-antara-pt-alcarindo-prima-dengan-sp-lem-spsi-pt-alcarindo-prima-,ba,5.0,2.75,3.71
perjanjian-kerja-bersama-antara-pt-akebono-brake-astra-indonesia-dengan-sp-lem-spsi-pt-aaij,ba,4.33,2.75,3.43
perjanjian-kerja-bersama-antara-pt-medika-apparelindo-dengan-spn-pt-medika-apparelindo,ba,4.67,2.75,3.57
perjanjian-kerja-bersama-antara-pt-kaho-indah-citra-garment-dengan-spn-pt-kaho-indah-citra-garment-,ba,2.33,3.0,2.71
perjanjian-kerja-bersama-antara-terminal-petikemas-koja-dengan-sp-tpk-koja,ba,3.33,2.5,2.86
perjanjian-kerja-bersama-antara-pt-first-marine-seafoods-dengan-pk-fsb-kamiparho-ksbsi-pt-first-marine-seafoods-,ba,4.67,2.75,3.57
perjanjian-kerja-bersama-antara-pt-shimatama-graha-dengan-sp-shima-japanese-restaurant-spa-fsp-paras-indonesia,ba,1.0,3.25,2.29
perjanjian-kerja-bersama-antara-pt-shangrahadhika-hotel-redtop-jakarta-dengan-sp-hotel-redtop-jakarta-sp-paras-indonesia,ba,2.33,3.25,2.86
perjanjian-kerja-bersama-antara-pt-pudjiadi-and-sons-tbk-dengan-sp-the-jayakarta-jakarta-hotel-spa-sp-paras-indonesia,ba,4.67,3.0,3.71
perjanjian-kerja-bersama-antara-pt-jatim-autocomp-indonesia-dengan-puk-spamk-fspmi-pt-jatim-autocomp-indonesia,ba,5.0,2.75,3.71
perjanjian-kerja-bersama-antara-pt-misung-indonesia-dengan-serikat-pekerja-nasional-pt-misung-indonesia,ba,5.0,2.5,3.57
perjanjian-kerja-bersama-antara-pt-indonesia-pondasi-raya-dengan-pk-fkui-ksbsi-pt-indonesia-pondasi-raya,ba,5.0,3.0,3.86
perjanjian-kerja-bersama-antara-manajemen-lumire-hotel-dan-convention-centre-dengan-pk-fsb-kamiparho-ksbsi-lumire-hotel-,ba,3.0,3.5,3.29
perjanjian-kerja-bersama-antara-pt-kemang-food-industries-dengan-pk-federasi-serikat-buruh-kamiparho-ksbsi-pt-kemang-food-industries,ba,5.0,2.75,3.71
perjanjian-kerja-bersama-antara-pt-mulia-cemerlang-abadi-multi-industri-dengan-serikat-pekerja-nasional-pt-mulia-cemerlang-abadi-multi-industri-tentang-,ba,5.0,2.75,3.71
perjanjian-kerja-bersama-antara-pt-bank-nasional-indonesia-dengan-serikat-pekerja-pt-bank-nasional-indonesia,ba,2.33,2.5,2.43
pt-ching-luh-indonesia,ba,5.0,3.25,4.0
kesepakatan-kerja-bersama-untuk-sheraton-media-hotel-and-towers,ba,5.0,2.5,3.57
agreement-in-respect-of-wages-and-substantive-conditions-of-employment-for-the-period-2013-to-2014-between-ceppwawu-and-solidarity-and-uasa-and-fibre-particle-board-chamber-of-the-bargaining-council-for-the-wood-and-paper-sector---2013,en,2.5,3.5,3.0
columbus-stainless-substantive-agreement-between-columbus-stainless-and-solidarity-u-a-s-a-and-n-u-m-s-a-,en,3.0,2.75,2.88
agreement-in-respect-of-wages-and-conditions-of-employment-entered-into-by-and-between-cwawu-and-ceppwawu-and-kimberly-clark-corporation-sa-,en,3.0,3.25,3.12
maahaviir-industirii-waldaa-dhunfaa-itti-gaafatamummaan-isaa-murtaa-ee-fi-waldaa-bu-uuraa-hojjattoota-maahaviir-industirii-waldaa-dhunfaa-itti-gaafatamummaan-isaa-murtaa-ee,am,2.67,2.0,2.29
---bahir-dar-textile-share-company-,am,1.0,2.25,1.71
---bm-ethiopia-garment-and-textile-sc,am,1.0,2.75,2.0
-arba-minch-textile-sc,am,3.0,2.5,2.71
collective-bargaining-agreement-between-almeda-textile-plc-and-its-basic-trade-union-2014---2017,en,2.75,2.75,2.75
novaster-garment-2008,am,2.67,3.0,2.86
ma-garment-and-textile-plc,am,1.33,2.75,2.14
-15-,am,4.67,2.25,3.29
-1-2003-377-96-,am,2.67,2.25,2.43
zong-eth-textile-factory-2018,am,3.0,2.25,2.57
nazrath-garment,am,3.67,2.5,3.0
mahaver-industry,am,1.0,3.0,2.14
bkrobe,am,3.33,2.5,2.86
-,en,4.25,3.25,3.75
sample-collective-bargaining-agreement-created-by-wageindicator-foundation---2016,en,2.25,3.0,2.62
collective-bargaining-agreement-between-sinana-farm-workers-union-and-employer-and-employer---2013,en,3.5,2.5,3.0
collective-bargaining-agreement-between-silashi-hope-farm-workers-union-and-employer-and-employer---2014,en,3.5,2.75,3.12
collective-bargaining-agreement-between-robe-farm-workers-union-and-employer---2015,en,3.5,2.5,3.0
collective-bargaining-agreement-between-xamela-farm-workers-union-and-employer---2015,en,3.5,2.75,3.12
collective-bargaining-agreement-between-hunxe-farm-workers-union-and-employer---2015,en,3.5,2.5,3.0
collective-bargaining-agreement-between-harero-farm-workers-union-and-employer---2013,en,3.5,2.5,3.0
collective-bargaining-agreement-between-mary-stop-evan-school-workers-union-and-employer---2013,en,3.5,2.5,3.0
collective-bargaining-agreement-between-yirgalem-water-service-enterprise-workers-and-employer---2014,en,3.5,2.75,3.12
collective-bargaining-agreement-between-dila-donbosko-development-farm-workers-union-and-employer---2014,en,3.5,2.75,3.12
collective-bargaining-agreement-between-haile-resort-workers-union-and-employer---2013,en,3.5,2.75,3.12
collective-bargaining-agreement-between-debub-water-construction-workers-union-and-employer---2014,en,3.5,2.5,3.0
collective-bargaining-agreement-between-t-ceramic-plc-workers-and-employer-and-employer---2015,en,3.0,3.0,3.0
collective-bargaining-agreement-between-southern-ethiopia-technical-college-workers-union-and-southern-ethiopia-technical-college---2015,en,3.5,2.5,3.0
collective-bargaining-agreement-between-soddo-christian-hospital-workers-and-employer---2014,en,3.5,3.0,3.25
collective-bargaining-agreement-between-progress-international-hotel-workers-and-employer---2012,en,3.75,2.5,3.12
collective-bargaining-agreement-between-hatat-hospital-workers-and-hatat-hospital-entreprise---2014,en,3.25,2.75,3.0
collective-bargaining-agreement-between-arbaminch-amibara-plantation-workers-union-and-employer---2013,en,3.25,2.5,2.88
collective-bargaining-agreement-between-almeta-apex-workers-union-and-almeta-agricultural-enterprise---2014,en,3.0,2.75,2.88
collective-bargaining-between-wondo-genet-bete-mengist-resort-hotel-workers-union-and-employer---2014,en,3.5,3.0,3.25
collective-bargaining-between-green-coffee-plantation-workers-union-and-employer---2013,en,3.5,2.75,3.12
collective-bargaining-between-lusi-agricultural-plantation-workers-union-and-employer---2014,en,3.5,2.25,2.88
addis-ababa-bulbula-coble-stone-workers-and-employer-s-cba,en,3.25,2.0,2.62
addis-ababa-ethiopian-hotel-workers-and-employers-cba,en,3.5,2.5,3.0
ayika-addis-textile-investment-workers-and-employer-s-cb,en,3.5,2.25,2.88
fresenbet-pp-sack-prdducing-factory-workers-and-employer-s-cba,en,3.25,2.75,3.0
legedemaro-workers-and-employer-s-cba,en,3.5,2.25,2.88
legemadro-coffe-farm-workers-and-employer-s-cba,en,3.5,2.25,2.88
woyira-transport-plc-workers-and-employer-s-cb,en,3.25,2.75,3.0
oromiya-water-design-and-controlling-agency-workers-and-employer-s-cba,en,4.0,2.25,3.12
elet-derash-transport-association-workers-and-employer-s-cba,en,3.25,2.0,2.62
herberg-roses-cut-flowering-farm-plc-workers-and-employer-s-cba,en,3.0,2.5,2.75
nyala-motors-share-company-workers-and-employer-s-cba,en,3.75,2.25,3.0
misak-general-contrctor-workers-and-employer-s-cba,en,3.25,2.25,2.75
rapi-soap-and-deterjent-factory-workers-and-employer-s-cba,en,3.5,2.25,2.88
education-materials-production-workers-and-employer-s-cba,en,3.75,2.25,3.0
duggda-cut-flower-plantation-workers-and-employer-s-cba,en,3.5,2.5,3.0
rembo-plastic-foam-p-l-c-workers-and-employer-s-cba,en,3.0,2.25,2.62
shashamane-water-work-organization-workers-and-employer-s-cba,en,3.25,2.5,2.88
oromiyaa-water-works-design-workers-and-employer-s-cba,en,3.75,2.0,2.88
addis-ababa-water-works-agency-workers-and-employer-s-cba,en,3.75,2.0,2.88
horizon-addis-tyre-s-c-workers-and-employer-s-cba,en,4.0,2.25,3.12
water-works-organization-workers-and-employer-s-cba,en,3.5,2.5,3.0
east-african-bottling-workers-and-employer-s-cba,en,3.25,2.0,2.62
fortune-enterprise-plc-workers-and-employer-s-cba,en,3.75,2.0,2.88
ethiopian-mining-development-plc,en,4.0,3.25,3.62
ethiopian-commercial-bank,en,3.75,2.5,3.12
comet-transport-enterprise-workers-and-employer-s-cba,en,4.0,2.25,3.12
chora-gas-and-chemical-enterprise-plc-workers-and-employer-s-cba,en,3.5,2.25,2.88
babaka-horizon-plantation-workers-and-employer-s-cba,en,3.75,2.5,3.12
ethiopian-red-cross-association-workers-and-employer-s-cba,en,3.25,2.25,2.75
the-12th-collective-agreement-concluded-between-horizon-addis-tyre-s-c-and-horizon-addis-tyre-s-c-basic-trade-union,en,2.5,2.5,2.5
10th-collective-agreement-between-ethiopian-airlines-enterprise-and-ethiopian-airlines-basic-trade-union,en,2.5,3.0,2.75
sheraton-addis-hotel-collective-agreement---2011,en,2.0,2.75,2.38
rwanda-sample-cba-created-by-wageindicator-foundation---2016,en,2.25,3.0,2.62
law-n-86-2013-of-11-09-2013-establishing-the-general-statutes-for-public-service---2013,en,2.0,3.0,2.5
collective-agreement-between-cotraf-and-cestrar-and-la-soci-t-rwandaise-pour-la-production-et-la-commercialisation-du-th-sorwathe-ltd---2014,en,2.0,3.0,2.5
memorandum-of-settlement-between-workers-committee-of-kabuye-sugar-works-ltd-and-management-of-kabuye-sugar-works-ltd,en,4.0,3.5,3.75
labour-collective-convention-between-trade-unions-cotraf-cestrar-and-sorwathe-ltd-,en,2.0,3.0,2.5
reglement-d-entreprise-office-burundais-des-recettes---2010,fr,4.33,3.25,3.71
rapport-des-travaux-de-la-commission-charg-e-du-suivi-de-la-mise-en-oeuvre-des-dispositions-de-la-sentence-arbitrale-du-11-avril-2003,fr,5.0,3.0,3.86
rapport-de-la-mediation-entre-le-gouvernment-et-la-cosybu-sur-le-conflit-des-annales-primes-et-indemnites-conjoncturelles---2016,fr,1.0,3.5,2.43
ordonnance-ministerielle-no-610-246-du-16-2-2010-portant-revision-des-baremes-salariaux-des-personnels-enseignants-de-l-universite-du-burundi-et-de-l-ecole-normale-superieure---2010,fr,3.0,3.0,3.0
ordonnance-interministerielle-no-570-540-054-du-24-01-2018-portant-octroi-d-une-indeminite-d-ajustement-des-disparites-salariales-dans-le-secteur-public-et-gel-des-annales-primes-et-indemnites-conjoctuelles---2018,fr,5.0,2.75,3.71
ordonnance-ministerielle-n-610-540-1005-du-16-aout-2011-portant-mise-en-execution-de-la-sentence-arbitrale-d-un-conflit-collectif-entre-l-universite-du-burundi-et-le-syndicat-des-travailleurs-stub---2011,fr,3.33,3.25,3.29
conflit-collectif-entre-l-universite-du-burundi-et-le-syndicat-des-travailleurs-stub---2003,fr,5.0,2.25,3.43
ordonnance-ministerielle-n-610-540-1004-du-16-8-2011-portant-revision-des-baremes-salariaux-des-personnels-de-l-universit-du-burundi-et-de-l-cole-normale-superieure,fr,3.33,3.25,3.29
ordonnance-ministerielle-conjointe-n-610-540-1627-2012-portant-mise-en-execution-de-la-sentence-arbitrale-d-un-conflit-collectif-entre-l-universite-du-burundi-et-le-syndicat-des-travailleurs-s-t-u-b-,fr,4.0,3.0,3.43
ordonnance-ministerial-n-610-540-1005-du-16-aout-2011-portant-mise-en-execution-de-la-sentence-arbitrale-d-un-conflit-collectif-entre-l-universite-du-burundi-et-le-syndicat-des-travailleurs-s-t-u-b-,fr,4.0,3.25,3.57
ordonnance-minist-rielle-no-610-246-du-16-2-2010-portant-r-vision-des-bar-mes-salariaux-des-personnels-enseignants-de-l-universit-du-burundi-et-de-l-ecole-normale-sup-rieure---2010,fr,3.0,3.5,3.29
loi-n-1-28-du-23-aout-2006-portant-statut-general-des-fonctionnaires---2006,fr,3.33,3.25,3.29
rapport-final-des-negociations-entre-le-symabu-et-la-commission-ministerielle-sur-les-revendications-des-magistrats---2012-,fr,1.0,3.5,2.43
reglement-et-relations-de-travail-entre-office-du-th-du-burundi-employeur-et-son-personnel-travailleurs---2007,fr,4.33,3.75,4.0
proces-verbal-des-negociations-entre-le-comite-de-direction-de-l-otb-et-le-comite-de-negociation-du-personnel-de-l-otb-en-presence-de-l-inspection-generale-du-travail---2007-,fr,4.0,2.0,2.86
exemple-de-convention-collective-de-travail-cr-e-par-wageindicator-foundation--2016,fr,1.67,3.0,2.43
-convention-collective-interprofessionnelle---burundi,fr,1.0,3.5,2.43
convention-collective-du-secteur-de-la-sant---burundi,fr,4.0,3.0,3.43
accord-entre-le-gouvernement-et-les-syndicats-des-enseignants-2-,fr,2.33,2.5,2.43
memorandum-of-agreement-between-kapric-apparels-epz-limited-and-tailors-and-textile-workers-union---2013,en,3.25,3.25,3.25
terms-and-conditions-of-service-agreement-between-kenafric-industries-limited-footwear-division-and-kenya-shoe-and-leather-workers-union---2013,en,3.5,3.25,3.38
memorandum-of-collective-bargaining-agreement-between-the-ack-guest-house---nairobi-and-kenya-hotels-and-allied-workers-union---2014,en,3.25,3.0,3.12
memorandum-of-agreement-between-epz-apparel-manufacturers-and-exporters-group-of-f-k-e-and-tailor-and-textile-worker-union---2015,en,2.5,3.0,2.75
memorandum-of-agreement-between-uni-plastics-limited-and-kenya-chemical-and-allied-workers-union---2015,en,2.75,3.25,3.0
memorandum-of-agreement-between-elys-chemical-industries-ltd-and-kenya-chemical-and-allied-workers-union---2015,en,4.0,3.0,3.5
memorandum-of-agreement-between-chandarana-group-of-supermarkets-and-the-kenya-union-of-commercial-food-and-allied-workers---2011,en,3.5,3.25,3.38
sample-cba-model-created-by-wageindicator-foundation-2016,en,2.5,3.25,2.88
memorandum-of-agreement-between-epz-apparel-manufacturers-and-exporters-group-of-f-k-e-and-tailor-and-textile-worker-union---2014-,en,2.5,3.0,2.75
memorandum-of-agreement-between-alpha-knits-ltd-and-the-tailors-and-textiles-workers-union---2014,en,3.5,3.0,3.25
memorandum-of-agreement-between-alltex-epz-limited-and-tailors-and-textiles-workers-union---2012,en,2.75,3.0,2.88
memorandum-of-agreement-on-terms-and-conditions-of-service-and-wages-between-messrs-millbrook-garments-and-the-tailors-and-textiles-workers-union---2013,en,3.25,3.0,3.12
memorandum-of-agreement-between-wide-garments-kenya-epz-limited-and-tailors-and-textile-workers-union---2013,en,3.0,3.25,3.12
memorandum-of-agreement-between-nakuru-industries-limited-and-the-tailors-and-textile-workers-union---2012,en,3.75,2.75,3.25
memorandum-of-agreement-between-m-s-thika-motor-dealers-limited-and-amalgamated-union-of-kenya-metal-workers---2014,en,3.0,2.75,2.88
memorandum-of-agreement-between-kartasi-industries-limited-and-kenya-union-of-printing-publishing-paper-manufacturers-pulp-and-packaging-industries---2013,en,3.0,3.0,3.0
memorandum-of-agreement-between-smart-printers-limited-and-the-kenya-union-of-printing-publishing-paper-manufacturers-and-allied-workers---2012,en,3.75,3.0,3.38
collective-bargaining-agreement-between-the-motor-trade-and-allied-industries-employers-association-and-the-amalgamated-union-of-kenya-metal-workers---2014,en,3.5,2.75,3.12
memorandum-of-recognition-agreement-and-negotiation-procedure-between-africa-appareis-epz-and-tailors-and-textiles-workers-union---2011,en,2.0,3.0,2.5
memorandum-of-agreement-between-sports-clubs-group-of-f-k-e-and-kenya-union-of-domestic-hotels-educational-institutions-hospitals-and-allied-workers-,en,4.0,3.25,3.62
-memorandum-of-agreement-between-butterfly-properties-limited-and-kenya-building-construction-timber-and-furniture-industries-employees-union-,en,3.75,3.5,3.62
collective-bargaining-agreement-between-elimu-co-operative-savings-and-credit-society-ltd-and-banking-insurance-finance-union-kenya-,en,3.5,3.0,3.25
memorandum-of-agreement-between-the-member-companies-of-kenya-paint-manufacturers-group-of-the-federation-of-kenya-employers-and-the-kenya-chemical-and-allied-workers-union,en,3.0,3.25,3.12
memorandum-of-agreement-between-medivet-products-limited-and-kenya-chemical-and-allied-workers-union-,en,3.25,3.0,3.12
collective-bargaining-agreement-between-sky-healthcare-limited-and-kenya-union-of-commercial-food-and-allied-workers-2014-,en,3.0,2.5,2.75
memorandum-of-agreement-between-gourmet-meat-products-and-kenya-union-of-commercial-food-and-allied-workers,en,4.0,3.0,3.5
memorandum-of-agreement-between-m-s-panesar-s-kenya-limited-and-the-kenya-building-construction-timber-furniture-industries-employees-union,en,4.0,3.0,3.5
memorandum-of-agreement-between-kenya-union-of-domestic-hotels-educational-institutions-hospitals-and-allied-workers-and-premier-academy-,en,3.25,3.0,3.12
memorandum-of-agreement-between-bags-and-balers-manufactures-k-limited-and-the-kenya-union-of-printing-publishing-paper-manufacturers-and-allied-workers,en,3.5,3.0,3.25
memorandum-of-agreement-on-terms-and-conditions-of-employment-between-carbacid-co2-limited-and-kenya-chemical-allied-workers-union,en,4.0,3.75,3.88
memorandum-of-agreement-between-the-registered-trustees-of-the-consolata-sisters-and-consolata-fathers-and-kenya-union-of-domestic-hotels-educational-institutions-hospitals-and-allied-workers-,en,3.0,2.75,2.88
memorandum-of-agreement-between-ritz-enterprises-limited-and-the-tailors-and-textile-workers-union,en,3.0,2.25,2.62
collective-bargaining-agreement-between-elimu-co-operative-savings-credit-society-ltd-and-banking-insurance-finance-union-kenya-,en,3.0,2.75,2.88
memorandum-of-agreement-between-botanical-extracts-epz-ltd-and-kenya-chemical-and-allied-workers-union-,en,3.25,3.0,3.12
collective-bargaining-agreement-between-white-rose-drycleaners-limited-and-the-kenya-union-of-commercial-food-and-allied-workers-,en,3.0,3.25,3.12
collective-bargaining-agreement-between-great-yaduo-industires-limited-and-kenya-shoe-and-leather-workers-union,en,3.25,3.0,3.12
memorandum-of-agreement-between-aziz-tanneries-limited-and-kenya-shoe-and-leather-workers-union,en,3.5,3.25,3.38
memorandum-of-agreement-between-leatherlife-epz-limited-and-the-kenya-chemical-and-allied-workers-union-,en,3.75,3.75,3.75
memorandum-of-agreement-between-karen-provision-stores-limited-and-the-kenya-union-of-commercial-food-and-allied-workers-,en,4.0,3.0,3.5
collective-bargaining-agreement-between-hall-equatorial-limited-and-kenya-engineering-workers-union-,en,3.5,2.75,3.12
memorandum-of-agreement-between-the-timber-industries-employers-association-and-kenya-building-construction-timber-furniture-and-allied-industries-employees-union-,en,4.0,3.25,3.62
collective-bargaining-agreement-between-oil-industry-and-kenya-petroleum-oil-workers-union,en,3.0,2.75,2.88
memorandum-of-agreement-between-pz-cussons-east-africa-limited-and-kenya-chemical-and-allied-workers-union,en,3.0,3.5,3.25
memorandum-of-agreement-between-teita-estate-ltd-rope-works-division-and-tailors-and-textile-workers-union-,en,3.75,3.0,3.38
memorandum-of-agreement-between-uni-plastics-limited-and-kenya-chemical-and-allied-workers-union,en,2.5,3.0,2.75
memorandum-of-agreement-between-the-specified-churches-and-or-institutions-and-kenya-union-of-domestic-hotels-educational-institutions-hospitals-and-allied-workers-,en,3.25,3.0,3.12
memorandum-of-agreement-between-welding-alloys-limited-and-amalgamated-union-of-kenya-metal-workers,en,3.25,3.0,3.12
collective-bargaining-agreement-between-the-members-of-the-sisal-growers-and-employers-association-kenya-and-the-kenya-plantation-and-agricultural-workers-union,en,4.0,3.0,3.5
collective-bargaining-agreement-cba-between-kenya-kazi-services-ltd-u-s-embassy-project-and-kenya-national-private-security-workers-union,en,2.75,3.0,2.88
memorandum-of-agreement-between-shamco-industries-limited-and-kenya-engineering-workers-union-,en,3.75,2.75,3.25
memorandum-of-agreement-between-sana-industries-limited-and-kenya-union-of-hair-and-beauty-salon-workers,en,3.5,3.0,3.25
